5,"('Al', 'Al', 0)","('Al', 'Al', 1)","('Al', 'Al', 2)","('Al', 'Al', 3)","('Al', 'Ga', 0)","('Al', 'Ga', 1)","('Al', 'Ga', 2)","('Al', 'Ga', 3)","('Al', 'In', 0)","('Al', 'In', 1)","('Al', 'In', 2)","('Al', 'In', 3)","('Al', 'O', 0)","('Al', 'O', 1)","('Al', 'O', 2)","('Al', 'O', 3)","('Al', 'O', 4)","('Ga', 'Ga', 0)","('Ga', 'Ga', 1)","('Ga', 'Ga', 2)","('Ga', 'Ga', 3)","('Ga', 'O', 0)","('Ga', 'O', 1)","('Ga', 'O', 2)","('Ga', 'O', 3)","('Ga', 'O', 4)","('In', 'Ga', 0)","('In', 'Ga', 1)","('In', 'Ga', 2)","('In', 'Ga', 3)","('In', 'In', 0)","('In', 'In', 1)","('In', 'In', 2)","('In', 'In', 3)","('In', 'In', 4)","('In', 'O', 0)","('In', 'O', 1)","('In', 'O', 2)","('In', 'O', 3)","('O', 'O', 0)","('O', 'O', 1)","('O', 'O', 2)"
666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,8,12,69,4,100,58,45,44,0,24,27,30,0,0,0,24,39,24,24,125,280,198,264
667,20,0,6,8,43,13,24,15,0,0,0,0,41,10,46,61,33,70,0,24,40,67,18,78,101,49,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,264
668,114,0,38,126,0,0,0,0,35,0,16,47,106,0,146,156,112,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,2,8,32,0,56,54,360,198,624
669,26,0,26,22,57,8,61,9,0,0,0,0,66,0,77,72,66,52,0,32,58,72,0,129,130,75,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
670,32,0,18,18,48,19,59,15,0,0,0,0,56,0,76,89,66,64,0,26,58,82,0,143,100,93,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
671,60,0,46,14,8,0,3,0,0,0,0,0,44,0,53,78,41,0,0,0,0,4,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,132,38,144
672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,33,0,65,57,47,51,0,16,19,54,36,6,12,78,83,0,77,129,284,112,364
673,16,2,0,8,6,1,1,0,8,3,0,4,25,0,22,16,20,0,0,0,0,7,0,6,3,5,2,0,0,2,0,2,0,0,0,8,0,12,7,76,36,62
674,0,0,2,0,1,0,1,0,14,0,4,9,9,0,13,10,15,0,0,0,0,3,0,4,5,4,3,0,3,1,38,170,18,60,104,110,0,153,222,340,118,514
675,16,0,6,4,18,4,7,8,13,0,4,20,33,9,31,34,34,18,0,6,10,38,7,52,46,27,27,0,10,7,10,24,0,8,24,37,12,41,81,280,198,264
676,8,0,0,2,8,1,3,1,0,0,0,0,14,0,11,10,5,2,0,0,0,8,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,20
677,44,0,24,12,0,0,0,0,6,0,9,4,36,0,40,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,7,7,98,28,118
678,14,0,4,2,18,0,5,0,0,0,0,0,24,0,18,13,18,10,0,0,6,16,0,22,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
679,40,0,10,4,6,0,2,0,4,0,1,1,35,0,32,20,32,0,0,0,0,3,0,4,3,3,0,0,0,0,0,0,0,0,0,2,0,5,1,76,42,58
680,56,0,20,40,42,12,21,14,2,0,2,3,59,18,73,101,45,26,0,8,4,46,8,49,55,34,3,0,0,2,0,0,0,0,0,3,2,6,5,280,198,408
681,6,2,0,2,5,1,5,0,9,1,0,1,18,0,10,14,12,6,0,0,0,11,0,14,7,11,4,2,0,3,2,0,0,0,2,11,0,13,9,76,36,62
682,4,0,2,0,13,5,10,0,0,0,0,0,12,0,13,12,5,28,0,8,18,32,0,34,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
683,0,0,0,2,4,2,1,1,5,0,1,4,6,2,9,6,8,32,0,8,12,46,13,45,51,46,41,0,13,17,22,38,0,16,36,56,13,70,106,280,198,264
684,32,0,10,6,13,4,7,4,34,0,9,24,47,16,38,54,51,2,0,0,2,16,2,28,19,10,10,0,5,8,16,22,0,10,26,45,10,58,84,280,198,264
685,2,0,2,0,8,0,1,3,0,0,0,0,10,0,5,6,5,8,0,0,6,12,0,13,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,28
686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,5,6,2,3,0,1,1,8,8,0,0,6,13,0,13,13,38,14,28
687,18,0,4,2,16,5,3,9,25,0,8,27,32,0,50,50,29,16,0,2,10,32,0,37,52,20,17,0,9,12,22,18,0,8,22,52,0,55,87,284,112,364
688,16,0,10,6,14,5,11,11,36,0,6,26,36,0,59,61,36,8,0,0,2,24,0,31,42,20,17,0,8,7,22,12,2,10,24,56,0,52,83,284,112,364
689,14,0,6,0,2,2,1,0,42,0,8,29,34,8,39,39,31,0,0,0,0,6,0,12,4,3,7,0,2,0,24,62,0,26,58,68,20,73,141,280,198,264
690,78,12,44,50,41,33,24,23,2,0,4,6,85,4,108,166,82,12,0,8,14,35,1,55,77,60,3,0,0,0,0,0,0,0,0,2,1,6,9,340,158,598
691,84,16,64,34,41,29,31,25,0,0,0,0,85,6,113,166,122,16,2,8,10,37,1,56,79,44,0,0,0,0,0,0,0,0,0,0,0,0,0,340,158,600
692,58,0,12,52,31,14,31,8,18,0,11,31,73,0,102,94,90,12,0,2,12,35,0,55,49,35,10,0,2,13,4,4,4,0,10,30,0,50,45,360,198,624
693,44,0,22,18,4,1,2,0,3,0,3,3,37,6,37,37,37,0,0,0,0,4,0,3,3,2,0,0,1,0,0,0,0,0,0,3,0,6,3,98,50,96
694,52,0,14,4,4,0,2,0,0,0,0,0,38,0,36,23,42,0,0,0,0,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,76,50,54
695,0,0,0,0,0,1,1,0,13,0,3,11,8,0,5,14,14,0,0,0,0,3,0,3,5,4,4,0,2,0,106,112,0,60,174,127,0,142,225,336,222,528
696,2,0,0,0,0,0,0,0,8,0,0,4,6,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,4,16,0,9,11,38,14,28
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,38,48,93,19,115,128,67,26,0,9,12,2,0,0,0,4,15,9,9,49,280,198,264
698,28,0,2,6,0,0,0,0,47,0,19,31,48,4,64,41,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,16,58,60,24,60,151,280,198,264
699,98,14,64,56,35,24,24,24,1,1,2,4,87,5,124,183,118,10,2,4,6,33,1,43,55,38,1,0,0,1,0,0,0,0,0,2,0,3,7,340,158,600
700,0,0,2,0,0,0,0,0,18,0,7,21,18,0,9,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,100,112,0,56,162,120,0,138,237,336,222,528
701,0,0,0,0,1,0,0,0,5,0,0,2,5,0,3,0,4,2,0,0,0,10,0,9,10,1,8,0,0,6,18,38,0,0,44,42,0,45,67,132,36,112
702,118,0,66,102,32,10,46,14,0,0,0,0,110,0,188,122,153,10,0,8,0,28,0,46,52,36,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,672
703,2,0,0,0,0,1,0,0,5,0,4,1,5,0,5,7,5,0,0,0,0,4,0,6,7,3,6,0,1,4,12,60,8,20,14,45,0,54,65,134,46,162
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,16,0,14,9,17,19,0,0,6,4,32,0,2,36,32,0,43,56,132,28,126
705,80,12,46,40,11,13,11,18,26,4,16,37,84,4,105,156,87,8,0,0,2,16,0,25,38,22,6,1,3,4,8,4,2,2,4,22,3,43,58,340,146,602
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,38,0,60,29,21,39,0,18,3,48,100,0,20,52,70,28,64,123,280,198,240
707,34,0,14,28,35,10,44,10,14,0,4,18,62,0,81,73,69,38,0,22,36,60,0,87,97,62,8,0,3,9,2,6,2,2,2,16,0,26,33,360,198,624
708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,22,34,76,0,89,84,64,55,0,17,37,20,32,0,16,52,62,0,92,117,336,222,540
709,0,0,0,0,3,0,3,2,2,0,0,2,3,0,3,7,0,32,0,0,18,38,0,32,47,10,17,0,0,11,2,6,0,2,2,16,0,21,26,132,38,130
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,16,4,30,0,34,34,20,27,0,6,6,8,14,0,14,6,24,0,32,47,134,46,176
711,0,0,2,0,1,0,0,2,17,0,7,19,18,0,9,18,12,0,0,0,2,8,0,8,11,15,14,0,4,1,84,92,0,48,142,112,0,136,209,336,222,528
712,80,0,36,88,22,5,17,0,25,0,9,41,93,0,132,136,101,0,0,2,4,18,0,31,12,19,4,0,2,4,4,8,2,2,8,27,0,43,49,360,198,624
713,16,0,6,8,26,7,5,9,16,0,7,21,38,8,49,46,37,16,0,8,8,39,12,38,53,28,23,0,4,9,6,14,0,6,14,31,8,37,67,280,198,264
714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,18,0,15,17,11,17,1,0,11,14,20,0,0,28,38,0,36,56,132,38,116
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,14,2,41,0,83,75,57,57,0,14,26,38,16,2,12,52,75,0,59,106,284,112,364
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,17,13,11,14,1,3,8,104,102,26,18,134,109,0,125,188,284,112,340
717,160,26,138,70,11,8,8,9,0,0,0,0,114,14,148,234,188,0,0,0,0,8,0,10,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,340,188,588
718,2,0,0,4,7,3,0,0,9,1,6,1,13,0,17,18,11,8,0,2,4,21,0,20,29,5,11,0,7,5,6,16,6,0,2,20,0,29,38,134,48,176
719,44,0,12,22,0,0,0,0,48,0,17,34,57,15,65,59,56,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,10,38,51,13,59,104,280,198,264
720,40,0,38,10,6,0,3,1,0,0,0,0,37,0,39,43,36,0,0,0,0,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
721,48,4,26,18,3,1,3,2,43,5,28,50,66,0,88,111,64,0,0,0,0,3,0,4,6,4,1,0,3,0,38,38,12,12,28,53,0,80,140,340,134,598
722,22,0,4,12,1,1,3,0,12,0,2,11,24,0,30,21,8,0,0,0,0,5,0,5,4,0,2,0,1,1,4,10,0,4,0,15,0,12,21,98,28,118
723,14,0,4,2,27,10,25,4,1,0,0,0,24,10,22,44,19,98,0,28,34,81,16,100,112,60,4,0,2,5,0,0,0,0,0,3,2,2,9,280,198,264
724,6,4,0,4,0,0,0,0,17,1,0,4,17,0,15,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,8,23,0,21,15,76,36,60
725,38,0,14,14,4,0,4,0,16,0,5,8,41,0,35,54,9,0,0,0,0,2,0,4,4,4,2,0,0,0,2,2,0,0,4,14,0,18,25,132,36,142
726,0,0,0,0,4,1,1,0,0,0,0,0,5,0,1,2,4,42,8,0,20,35,0,39,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,62
727,58,0,52,52,54,13,55,14,0,0,0,0,87,0,117,114,120,26,0,16,32,51,0,96,81,63,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,672
728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12,0,28,59,0,76,71,59,32,1,0,26,8,8,0,2,0,31,0,34,30,200,98,256
729,54,6,32,28,25,19,9,17,22,3,14,33,68,2,92,128,84,6,2,6,0,29,0,39,54,26,9,2,5,5,10,2,0,2,10,25,1,41,67,340,136,608
730,24,0,10,10,14,5,9,0,0,0,0,0,25,0,29,24,17,6,0,2,8,19,0,18,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
731,34,0,12,26,17,6,0,1,31,0,11,38,50,13,66,67,54,0,0,0,0,18,7,7,21,18,12,0,1,3,12,18,0,8,12,40,8,51,69,280,198,264
732,44,2,20,18,27,21,19,24,14,5,8,23,50,4,81,98,85,26,2,10,12,50,0,60,97,34,14,1,7,8,2,0,0,0,12,22,0,28,50,340,134,610
733,0,0,0,0,5,0,1,1,1,0,0,1,4,0,5,4,2,6,0,0,2,12,0,10,8,2,3,0,1,0,2,0,0,0,0,6,0,3,5,38,14,28
734,38,0,2,30,0,0,0,0,6,0,5,6,33,0,34,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,8,8,98,28,118
735,0,0,0,2,13,4,2,9,5,0,1,4,12,0,14,17,5,64,0,22,34,74,0,84,114,43,36,0,9,12,8,10,4,2,16,30,0,44,60,284,112,364
736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,8,14,63,4,93,58,42,49,0,23,24,24,6,0,2,28,45,24,31,127,280,198,264
737,0,0,0,0,6,1,7,0,0,0,0,0,7,0,5,5,0,46,0,8,34,37,0,42,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
738,54,0,18,32,8,5,5,3,31,0,10,28,56,14,74,77,60,6,0,0,0,12,7,7,26,12,9,0,2,3,8,16,4,0,6,40,7,43,63,280,198,264
739,6,0,2,0,0,0,0,0,8,0,0,5,12,0,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,10,0,9,10,38,14,28
740,8,0,4,0,33,8,8,21,0,0,0,0,22,0,35,32,29,110,0,36,56,94,0,107,148,61,0,0,0,0,0,0,0,0,0,0,0,0,0,284,112,364
741,14,0,6,12,11,3,6,0,4,0,2,3,25,0,26,26,5,4,0,0,6,13,0,14,11,7,5,0,0,2,0,2,0,2,0,6,0,7,7,98,28,118
742,10,0,6,6,40,8,16,15,0,0,0,0,38,0,30,55,16,94,0,34,58,78,0,112,125,92,0,0,0,0,0,0,0,0,0,0,0,0,0,284,112,364
743,0,0,0,0,6,0,2,0,2,0,0,1,4,0,4,4,4,24,0,0,26,32,0,35,53,10,19,0,0,7,2,6,0,4,2,21,0,18,24,132,36,142
744,30,0,6,0,12,0,8,0,0,0,0,0,27,0,28,18,26,6,0,0,0,13,0,12,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
745,14,0,2,10,16,4,8,7,24,0,11,16,34,7,45,32,33,4,0,8,4,28,7,38,38,24,23,0,4,13,12,28,0,8,18,46,14,41,96,280,198,264
746,56,8,42,26,15,10,13,13,31,3,12,38,69,3,96,136,80,12,2,6,0,22,0,29,47,14,5,0,4,5,10,12,6,4,12,31,1,47,70,340,136,608
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,6,7,5,11,0,0,3,30,24,0,0,56,51,0,47,68,132,36,112
748,0,2,0,8,19,10,11,2,10,0,5,5,22,0,26,48,11,62,2,28,44,73,0,99,135,61,26,5,13,14,10,10,2,6,16,27,0,47,69,340,134,598
749,8,0,2,0,15,5,6,17,12,0,4,9,22,0,30,32,16,34,0,14,14,43,0,73,76,46,33,0,8,14,20,8,2,4,22,51,0,39,73,284,112,364
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,10,28,0,29,17,27,11,3,0,5,2,2,0,0,2,12,0,11,8,76,36,60
751,14,0,6,6,7,3,3,1,32,0,8,25,32,9,35,36,34,4,0,0,2,16,4,23,15,15,12,0,5,6,22,52,0,18,52,60,15,66,117,280,198,264
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,39,0,39,30,45,50,0,6,10,60,78,0,46,118,99,0,129,183,336,222,528
753,58,0,22,66,30,14,31,11,21,0,7,25,77,0,109,97,92,10,0,2,14,37,0,62,47,39,11,0,3,7,0,0,0,4,10,24,0,37,41,360,198,624
754,12,0,6,12,28,8,9,18,18,0,5,17,36,0,45,59,28,24,0,4,12,43,0,60,70,33,20,0,10,7,12,4,0,2,8,37,0,37,57,284,112,364
755,46,0,18,26,41,9,21,11,8,0,2,6,54,17,64,90,37,24,0,12,14,47,9,53,61,40,4,0,2,3,0,0,0,0,0,7,2,7,14,280,198,264
756,14,2,10,10,24,9,9,1,19,3,11,15,44,0,51,73,30,18,2,10,20,42,0,59,88,28,20,0,12,17,20,32,8,14,20,36,0,62,88,340,134,598
757,0,0,0,0,0,0,0,0,4,0,3,4,3,0,2,6,4,0,0,0,0,8,0,8,4,8,9,0,4,1,108,116,0,58,176,127,0,144,235,336,222,528
758,8,0,2,0,10,7,8,4,11,1,9,6,20,0,24,35,14,42,4,22,26,61,0,84,112,49,35,1,11,23,16,26,4,16,22,41,0,64,97,340,134,594
759,6,0,4,0,16,7,13,6,11,0,6,6,20,0,28,39,23,48,10,22,32,68,0,87,129,54,32,2,11,21,8,18,6,10,14,34,0,57,76,340,134,598
760,66,12,36,36,38,32,32,32,2,0,2,1,75,3,100,143,87,36,4,10,20,46,0,69,102,57,0,0,1,0,0,0,0,0,0,1,0,3,3,340,158,598
761,62,0,24,38,0,0,0,0,50,0,19,68,78,0,98,92,102,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,6,4,52,60,0,92,104,360,198,600
762,14,0,2,0,2,1,0,1,33,0,12,32,31,7,38,30,31,0,0,0,0,3,0,7,4,4,3,0,1,0,38,100,0,26,58,74,21,79,149,280,198,264
763,0,0,0,0,6,4,5,2,9,0,1,8,10,2,12,10,10,32,0,10,22,46,15,54,68,46,40,0,15,14,18,22,0,6,20,52,11,58,84,280,198,264
764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,3,0,0,1,30,50,0,0,60,56,0,53,78,132,36,112
765,18,0,6,2,17,0,5,0,0,0,0,0,23,0,25,14,24,8,0,0,4,17,0,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,8,27,0,25,16,23,11,2,0,6,4,4,0,0,2,13,0,15,9,76,36,60
767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,16,8,62,0,90,95,53,45,0,16,22,24,18,2,6,36,54,0,52,89,284,112,364
768,58,0,24,54,0,0,0,0,53,0,15,65,74,0,98,110,96,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,16,2,48,64,0,89,99,360,198,600
769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17,0,12,9,17,8,4,0,6,10,14,2,0,6,23,0,25,16,76,24,72
770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,26,20,68,0,104,111,64,47,0,12,23,16,6,0,6,22,48,0,38,69,284,112,364
771,30,0,4,14,35,14,12,20,14,0,5,15,55,0,54,83,40,26,0,4,14,43,0,61,70,43,12,0,5,4,2,4,0,0,2,18,0,32,32,284,112,364
772,6,0,6,2,23,14,14,11,7,0,5,10,31,0,31,48,20,62,16,30,28,70,0,106,149,68,24,4,10,16,6,8,2,2,6,21,1,34,58,340,134,608
773,88,0,12,46,0,0,0,0,24,0,6,28,66,0,78,77,67,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,2,0,22,0,30,36,198,102,268
774,130,0,42,76,11,3,6,3,10,0,3,9,91,25,106,139,66,2,0,2,0,11,2,12,14,11,1,0,0,1,0,0,0,0,0,6,1,8,10,280,198,408
775,4,0,2,4,3,1,1,0,10,0,3,9,13,0,14,12,13,2,0,0,0,6,0,6,6,3,2,0,1,3,10,14,0,8,4,22,0,22,28,98,28,114
776,6,0,0,6,1,1,0,0,14,3,0,4,15,0,14,11,19,0,0,0,0,1,0,3,2,3,1,0,0,1,4,10,0,0,6,24,0,18,13,76,36,60
777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,18,2,56,0,89,87,58,53,0,14,22,24,12,2,8,42,60,0,53,95,284,112,364
778,64,0,26,34,32,4,16,6,16,0,5,16,71,15,87,97,50,4,0,6,4,23,9,23,40,19,5,0,3,4,2,0,0,0,0,14,4,14,34,280,198,264
779,12,0,2,10,21,6,11,12,16,0,9,22,28,0,38,43,34,26,0,12,28,60,0,82,78,54,31,0,13,24,12,8,0,2,36,50,0,64,85,360,198,552
780,12,0,2,4,15,1,7,9,23,0,11,21,34,0,36,47,15,12,0,6,0,32,0,40,48,24,27,0,9,8,18,18,4,10,42,50,0,66,97,284,112,364
781,164,0,68,72,6,2,4,0,0,0,0,0,105,26,122,154,105,0,0,0,0,3,2,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
782,8,0,18,8,0,0,0,0,56,0,7,49,50,0,50,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,48,64,0,40,106,88,0,136,169,336,222,540
783,52,0,34,44,45,18,48,17,0,0,0,0,74,0,106,118,97,50,0,14,52,64,0,104,80,86,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
784,6,0,0,4,16,0,4,0,0,0,0,0,18,0,13,7,16,22,0,0,10,22,0,27,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
785,160,0,110,176,0,0,0,0,16,0,8,20,126,0,212,162,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,24,16,360,198,672
786,22,0,4,10,9,3,6,2,36,0,16,55,40,0,40,55,76,6,0,2,2,22,0,26,24,20,10,0,5,14,40,32,0,18,66,76,0,98,122,336,222,540
787,8,0,2,2,18,10,8,5,0,0,0,0,18,0,23,35,4,30,8,12,4,36,0,43,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,134,52,174
788,66,0,26,52,6,4,11,1,37,0,14,64,79,0,107,101,98,2,0,0,0,12,0,17,17,10,6,0,2,5,14,18,6,10,14,47,0,81,80,360,198,624
789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,10,6,3,10,0,0,7,12,30,0,0,32,35,0,38,36,98,28,102
790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,20,0,18,25,6,17,0,0,14,10,24,0,0,22,38,0,35,46,132,36,112
791,58,10,26,34,16,7,8,3,33,5,19,32,71,0,97,137,55,4,0,4,0,20,0,23,42,17,6,0,8,5,8,8,0,6,22,31,0,52,78,340,134,608
792,2,0,0,0,4,1,1,2,0,0,0,0,6,0,3,4,3,16,0,0,6,16,0,15,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,28
793,40,0,10,10,11,5,2,14,30,0,10,31,47,0,66,73,37,4,0,0,0,14,0,28,26,22,15,0,5,8,22,12,2,6,28,55,0,48,83,284,112,364
794,0,0,2,4,9,4,2,2,4,0,1,5,11,0,12,14,7,14,0,4,0,18,0,23,25,12,5,0,3,4,8,0,0,0,4,15,0,11,14,90,28,118
795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,2,22,0,17,13,24,12,4,0,6,6,6,0,0,4,18,0,20,12,76,24,72
796,24,0,16,14,3,0,2,1,13,0,4,7,32,0,33,51,5,0,0,0,0,4,0,4,4,5,5,0,0,0,6,4,0,0,4,18,0,18,28,132,36,142
797,14,0,2,2,16,0,6,0,0,0,0,0,21,0,18,13,16,14,0,0,6,19,0,22,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
798,0,0,0,0,2,1,5,2,0,0,0,0,2,0,2,4,3,188,0,70,194,136,0,190,212,129,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,624
799,24,2,18,10,10,3,2,1,39,7,23,37,56,0,66,91,42,0,0,0,4,12,0,17,23,10,7,0,5,9,36,50,12,18,30,54,0,89,137,340,134,598
800,76,0,44,70,40,19,49,14,0,0,0,0,86,0,130,116,115,36,0,6,32,52,0,86,76,68,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,672
801,6,0,0,6,13,7,6,18,17,0,5,13,21,0,32,38,17,36,0,8,4,44,0,68,67,44,31,0,10,13,20,4,2,4,28,51,0,42,76,284,112,364
802,18,0,6,14,16,9,11,9,29,0,3,41,42,0,51,70,48,6,0,6,8,37,0,50,45,32,23,0,7,14,20,34,0,22,50,59,0,80,100,360,198,552
803,0,0,0,0,1,2,0,0,8,0,1,8,4,0,10,5,9,0,0,0,2,14,0,19,21,13,18,0,8,12,36,146,16,46,92,104,0,141,212,340,118,516
804,2,0,0,2,22,7,20,5,0,0,0,0,14,0,25,22,18,146,0,58,162,124,0,181,174,120,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,624
805,16,2,0,8,4,0,2,0,10,3,0,4,20,0,27,15,19,0,0,0,0,4,0,5,2,4,1,1,0,1,2,4,0,0,0,16,0,8,11,76,36,62
806,8,0,4,8,8,1,8,0,7,0,2,6,21,0,19,20,3,4,0,0,2,12,0,14,12,5,6,0,3,2,4,4,0,0,2,11,0,14,16,98,28,118
807,74,0,22,62,30,10,38,11,12,0,9,27,83,0,119,109,96,12,0,6,16,39,0,56,45,39,11,0,2,4,0,2,2,2,4,16,0,31,36,360,198,624
808,40,4,18,12,15,7,10,4,31,3,27,36,60,0,77,118,47,2,2,2,0,20,0,29,34,26,13,2,5,5,20,24,8,4,30,42,0,66,102,340,134,608
809,16,0,4,8,3,1,2,1,31,0,10,16,32,7,38,27,26,12,0,0,0,20,2,28,24,20,17,0,9,11,16,42,0,12,44,56,19,58,125,280,198,264
810,2,0,0,4,15,0,4,0,0,0,0,0,10,0,15,7,10,28,0,0,10,30,0,25,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
811,4,0,2,0,2,0,0,0,18,0,6,12,15,5,12,22,16,4,0,0,0,11,0,18,13,10,17,0,6,1,42,124,0,30,56,82,21,91,122,280,198,240
812,34,0,30,24,51,17,52,15,0,0,0,0,59,0,87,102,73,56,0,22,62,79,0,132,87,86,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
813,10,0,0,4,20,9,9,8,12,0,6,14,26,6,35,27,25,38,0,6,6,45,14,40,60,47,17,0,7,6,20,16,0,6,20,37,8,49,63,280,198,264
814,2,0,0,0,3,0,2,2,0,0,0,0,5,0,3,4,1,18,0,2,4,17,0,15,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,28
815,158,0,68,80,9,2,0,4,0,0,0,0,103,28,117,158,108,0,0,0,0,5,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,22,44,80,0,96,97,79,47,0,18,37,28,28,0,14,48,58,0,87,104,336,222,540
817,40,0,18,20,0,0,0,0,17,0,2,9,37,0,41,65,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,11,0,16,26,132,38,144
818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,72,204,138,0,192,216,132,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,624
819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,20,43,0,42,56,56,45,2,0,11,16,14,8,12,16,47,0,55,46,200,68,286
820,34,0,10,4,9,0,2,0,3,0,1,1,27,0,34,20,27,0,0,0,0,10,0,3,3,8,1,0,0,0,0,0,0,0,0,3,0,4,1,76,42,58
821,24,0,4,6,19,6,9,7,28,0,11,29,42,0,56,68,35,8,0,2,2,28,0,33,42,16,15,0,6,9,20,12,0,6,24,46,0,53,83,284,112,364
